Open,High,Low,Close,Adj Close,Volume,Return,Date,Week_Number,Year,Day,Weekday,mean_return,volatility
139.9499969482422,140.57000732421875,136.02999877929688,139.49000549316406,139.49000549316406,1102600,0.512,2020-04-16,15,2020,16,Thursday,1.4932000000000003,2.2825822438632963
141.22000122070312,142.95799255371094,139.07000732421875,141.86000061035156,141.86000061035156,709100,1.699,2020-04-17,15,2020,17,Friday,1.4932000000000003,2.2825822438632963
140.69000244140625,146.3000030517578,140.0,144.5399932861328,144.5399932861328,1144400,1.889,2020-04-20,16,2020,20,Monday,-0.556,2.0677521611643885
142.6999969482422,143.6699981689453,138.02999877929688,139.13999938964844,139.13999938964844,1098000,-3.736,2020-04-21,16,2020,21,Tuesday,-0.556,2.0677521611643885
141.5399932861328,142.60000610351562,139.47999572753906,139.74000549316406,139.74000549316406,899100,0.431,2020-04-22,16,2020,22,Wednesday,-0.556,2.0677521611643885
139.75,141.23500061035156,138.1300048828125,138.7100067138672,138.7100067138672,769500,-0.737,2020-04-23,16,2020,23,Thursday,-0.556,2.0677521611643885
139.25,140.1999969482422,136.6199951171875,137.83999633789062,137.83999633789062,1142300,-0.627,2020-04-24,16,2020,24,Friday,-0.556,2.0677521611643885
140.10000610351562,141.47000122070312,139.00999450683594,140.25,140.25,1135500,1.748,2020-04-27,17,2020,27,Monday,1.1434,6.218611766302829
141.5,143.74000549316406,139.1999969482422,139.77999877929688,139.77999877929688,1516200,-0.335,2020-04-28,17,2020,28,Tuesday,1.1434,6.218611766302829
153.0,163.94000244140625,152.4199981689453,155.77999877929688,155.77999877929688,5744100,11.447,2020-04-29,17,2020,29,Wednesday,1.1434,6.218611766302829
148.94000244140625,153.89999389648438,146.0,151.57000732421875,151.57000732421875,2122300,-2.703,2020-04-30,17,2020,30,Thursday,1.1434,6.218611766302829
144.5,146.88999938964844,143.92999267578125,144.83999633789062,144.83999633789062,2047300,-4.44,2020-05-01,17,2020,1,Friday,1.1434,6.218611766302829
144.07000732421875,148.0,143.00999450683594,145.30999755859375,145.30999755859375,1224100,0.324,2020-05-04,18,2020,4,Monday,0.998,1.470692353961222
147.36000061035156,148.4499969482422,144.02999877929688,145.02000427246094,145.02000427246094,1231000,-0.2,2020-05-05,18,2020,5,Tuesday,0.998,1.470692353961222
146.80999755859375,149.96600341796875,146.0500030517578,148.47999572753906,148.47999572753906,1280700,2.386,2020-05-06,18,2020,6,Wednesday,0.998,1.470692353961222
150.0,151.6699981689453,147.13999938964844,148.0399932861328,148.0399932861328,1421700,-0.296,2020-05-07,18,2020,7,Thursday,0.998,1.470692353961222
149.7899932861328,153.27000427246094,149.07000732421875,152.14999389648438,152.14999389648438,912400,2.776,2020-05-08,18,2020,8,Friday,0.998,1.470692353961222
152.85000610351562,159.02000427246094,151.60000610351562,156.02000427246094,156.02000427246094,1294500,2.544,2020-05-11,19,2020,11,Monday,0.9016,3.1074586562012376
157.44000244140625,158.36500549316406,153.57000732421875,153.94000244140625,153.94000244140625,1099300,-1.333,2020-05-12,19,2020,12,Tuesday,0.9016,3.1074586562012376
154.6300048828125,154.8699951171875,146.67999267578125,148.97999572753906,148.97999572753906,974900,-3.222,2020-05-13,19,2020,13,Wednesday,0.9016,3.1074586562012376
148.0,152.1999969482422,146.94000244140625,152.07000732421875,152.07000732421875,895200,2.074,2020-05-14,19,2020,14,Thursday,0.9016,3.1074586562012376
150.5500030517578,159.0,150.16000366210938,158.8300018310547,158.8300018310547,1511500,4.445,2020-05-15,19,2020,15,Friday,0.9016,3.1074586562012376
160.0,163.8800048828125,158.72000122070312,161.42999267578125,161.42999267578125,1306500,1.637,2020-05-18,20,2020,18,Monday,3.7434000000000003,4.443764935277293
161.94000244140625,179.69000244140625,161.57000732421875,175.02999877929688,175.02999877929688,4119400,8.425,2020-05-19,20,2020,19,Tuesday,3.7434000000000003,4.443764935277293
174.99000549316406,190.47999572753906,174.00999450683594,189.8000030517578,189.8000030517578,4818500,8.439,2020-05-20,20,2020,20,Wednesday,3.7434000000000003,4.443764935277293
188.80999755859375,196.75,186.91000366210938,192.74000549316406,192.74000549316406,4318700,1.549,2020-05-21,20,2020,21,Thursday,3.7434000000000003,4.443764935277293
192.0,194.57000732421875,187.0,190.1699981689453,190.1699981689453,2156300,-1.333,2020-05-22,20,2020,22,Friday,3.7434000000000003,4.443764935277293
192.0,192.97000122070312,183.75999450683594,191.0,191.0,2482400,0.436,2020-05-26,21,2020,26,Tuesday,-1.2025000000000001,3.045241150823144
189.3000030517578,190.0,180.1300048828125,185.9499969482422,185.9499969482422,2326500,-2.644,2020-05-27,21,2020,27,Wednesday,-1.2025000000000001,3.045241150823144
183.2100067138672,185.89999389648438,175.72999572753906,177.22000122070312,177.22000122070312,1858400,-4.695,2020-05-28,21,2020,28,Thursday,-1.2025000000000001,3.045241150823144
179.1199951171875,181.77999877929688,178.07000732421875,180.92999267578125,180.92999267578125,1158200,2.093,2020-05-29,21,2020,29,Friday,-1.2025000000000001,3.045241150823144
181.5,185.0,177.4499969482422,182.7100067138672,182.7100067138672,1309600,0.984,2020-06-01,22,2020,1,Monday,0.3914000000000001,2.4380307217096346
